"TOWNCODE","PERIOD","AGE","CASE","POP"
"10010040","2010-2014","65-69",114,70403
"10010040","2010-2014","70-74",30,16276
"10010040","2010-2014","75-79",36,14706
"10010040","2010-2014","80-84",133,42902
"10010040","2015-2019","40-44",14,25388
"10010040","2015-2019","45-49",100,85337
"10010040","2015-2019","50-54",15,13270
"10010040","2015-2019","55-59",41,27552
"10010040","2015-2019","60-64",50,32717
"10010040","2015-2019","65-69",31,19136
"10010040","2015-2019","70-74",33,18509
"10010040","2015-2019","75-79",148,57350
"10010040","2015-2019","80-84",151,47910
"10010050","1995-1999","40-44",6,9737
"10010050","1995-1999","45-49",17,26722
"10010050","1995-1999","50-54",34,43920
"10010050","1995-1999","55-59",35,41190
"10010050","1995-1999","60-64",19,22273
"10010050","1995-1999","65-69",27,19958
"10010050","1995-1999","70-74",45,28006
"10010050","1995-1999","75-79",154,87792
"10010050","1995-1999","80-84",249,87928
"10010050","2000-2004","40-44",14,22553
"10010050","2000-2004","45-49",29,31207
"10010050","2000-2004","50-54",21,24380
"10010050","2000-2004","55-59",41,33981
"10010050","2000-2004","60-64",116,93582
"10010050","2000-2004","65-69",53,43582
"10010050","2000-2004","70-74",135,91244
"10010050","2000-2004","75-79",175,71432
"10010050","2000-2004","80-84",437,144716
"10010050","2005-2009","40-44",22,23754
"10010050","2005-2009","45-49",41,42165
"10010050","2005-2009","50-54",29,31313
"10010050","2005-2009","55-59",102,77878
"10010050","2005-2009","60-64",13,9557
"10010050","2005-2009","65-69",101,63884
"10010050","2005-2009","70-74",192,103123
"10010050","2005-2009","75-79",54,25007
"10010050","2005-2009","80-84",73,22601
"10010050","2010-2014","40-44",14,16486
"10010050","2010-2014","45-49",17,22114
"10010050","2010-2014","50-54",34,25783
"10010050","2010-2014","55-59",87,53697
"10010050","2010-2014","60-64",12,9066
"10010050","2010-2014","65-69",27,13006
"10010050","2010-2014","70-74",48,20516
"10010050","2010-2014","75-79",48,16421
"10010050","2010-2014","80-84",38,11466
"10010050","2015-2019","40-44",19,33804
"10010050","2015-2019","45-49",11,19943
"10010050","2015-2019","50-54",54,39728
"10010050","2015-2019","55-59",41,30003
"10010050","2015-2019","60-64",35,17653
"10010050","2015-2019","65-69",103,42409
"10010050","2015-2019","70-74",27,12200
"10010050","2015-2019","75-79",80,26026
"10010050","2015-2019","80-84",228,72223
"10010060","1995-1999","40-44",18,36480
"10010060","1995-1999","45-49",22,51618
"10010060","1995-1999","50-54",39,51501
"10010060","1995-1999","55-59",4,4156
"10010060","1995-1999","60-64",17,12230
"10010060","1995-1999","65-69",41,33245
"10010060","1995-1999","70-74",276,188573
"10010060","1995-1999","75-79",74,38079
"10010060","1995-1999","80-84",238,97987
"10010060","2000-2004","40-44",3,11634
"10010060","2000-2004","45-49",11,20602
"10010060","2000-2004","50-54",102,148106
"10010060","2000-2004","55-59",97,132337
"10010060","2000-2004","60-64",101,104987
"10010060","2000-2004","65-69",63,49491
"10010060","2000-2004","70-74",22,10476
"10010060","2000-2004","75-79",53,26978
"10010060","2000-2004","80-84",66,27333
"10010060","2005-2009","40-44",13,13304
"10010060","2005-2009","45-49",4,9946
"10010060","2005-2009","50-54",34,40281
"10010060","2005-2009","55-59",13,12998
"10010060","2005-2009","60-64",91,77894
"10010060","2005-2009","65-69",20,16780
"10010060","2005-2009","70-74",135,80172
"10010060","2005-2009","75-79",117,55811
"10010060","2005-2009","80-84",36,15108
"10010060","2010-2014","40-44",54,90264
"10010060","2010-2014","45-49",84,106576
"10010060","2010-2014","50-54",318,285140
"10010060","2010-2014","55-59",3,1835
"10010060","2010-2014","60-64",11,7573
"10010060","2010-2014","65-69",140,93922
"10010060","2010-2014","70-74",113,63166
"10010060","2010-2014","75-79",149,71654
"10010060","2010-2014","80-84",51,13444
"10010060","2015-2019","40-44",94,157668
"10010060","2015-2019","45-49",112,106059
"10010060","2015-2019","50-54",29,22534
"10010060","2015-2019","55-59",70,45938
"10010060","2015-2019","60-64",64,28737
"10010060","2015-2019","65-69",72,51835
"10010060","2015-2019","70-74",29,12068
"10010060","2015-2019","75-79",76,29484
"10010060","2015-2019","80-84",84,28575
"10010070","1995-1999","40-44",51,84071
"10010070","1995-1999","45-49",13,22368
"10010070","1995-1999","50-54",41,48050
"10010070","1995-1999","55-59",12,8905
"10010070","1995-1999","60-64",30,28637
"10010070","1995-1999","65-69",16,11704
"10010070","1995-1999","70-74",22,22066
"10010070","1995-1999","75-79",75,46683
"10010070","1995-1999","80-84",23,8796
"10010070","2000-2004","40-44",27,27697
"10010070","2000-2004","45-49",57,77059
"10010070","2000-2004","50-54",21,23762
"10010070","2000-2004","55-59",23,23837
"10010070","2000-2004","60-64",3,4134
"10010070","2000-2004","65-69",44,35834
"10010070","2000-2004","70-74",39,20707
"10010070","2000-2004","75-79",127,56040
"10010070","2000-2004","80-84",86,38533
"10010070","2005-2009","40-44",46,61769
"10010070","2005-2009","45-49",20,23162
"10010070","2005-2009","50-54",14,18243
"10010070","2005-2009","55-59",63,46825
"10010070","2005-2009","60-64",13,11151
"10010070","2005-2009","65-69",46,26056
"10010070","2005-2009","70-74",46,28877
"10010070","2005-2009","75-79",123,58290
"10010070","2005-2009","80-84",20,8361
"10010070","2010-2014","40-44",5,11961
"10010070","2010-2014","45-49",11,11496
"10010070","2010-2014","50-54",104,80226
"10010070","2010-2014","55-59",81,51320
"10010070","2010-2014","60-64",65,38136
"10010070","2010-2014","65-69",141,77958
"10010070","2010-2014","70-74",47,25240
"10010070","2010-2014","75-79",175,69141
"10010070","2010-2014","80-84",116,43724
"10010070","2015-2019","40-44",23,40343
"10010070","2015-2019","45-49",68,74722
"10010070","2015-2019","50-54",55,38970
"10010070","2015-2019","55-59",25,16273
"10010070","2015-2019","60-64",65,39580
"10010070","2015-2019","65-69",85,41207
"10010070","2015-2019","70-74",237,99984
"10010070","2015-2019","75-79",63,24593
"10010070","2015-2019","80-84",66,16146
"10010080","1995-1999","40-44",14,23000
"10010080","1995-1999","45-49",53,67158
"10010080","1995-1999","50-54",24,30115
"10010080","1995-1999","55-59",14,15966
"10010080","1995-1999","60-64",16,12280
"10010080","1995-1999","65-69",22,17707
"10010080","1995-1999","70-74",58,47733
"10010080","1995-1999","75-79",163,83977
"10010080","1995-1999","80-84",116,40026
"10010080","2000-2004","40-44",76,88872
"10010080","2000-2004","45-49",10,14383
"10010080","2000-2004","50-54",39,38919
"10010080","2000-2004","55-59",29,20441
"10010080","2000-2004","60-64",22,20485
"10010080","2000-2004","65-69",11,12845
"10010080","2000-2004","70-74",65,44435
"10010080","2000-2004","75-79",33,15203
"10010080","2000-2004","80-84",108,34546
"10010080","2005-2009","40-44",4,8886
"10010080","2005-2009","45-49",21,26176
"10010080","2005-2009","50-54",4,6677
"10010080","2005-2009","55-59",71,44136
"10010080","2005-2009","60-64",453,281611
"10010080","2005-2009","65-69",52,26519
"10010080","2005-2009","70-74",89,49833
"10010080","2005-2009","75-79",149,70796
"10010080","2005-2009","80-84",854,321449
"10010080","2010-2014","40-44",10,25872
"10010080","2010-2014","45-49",1,6203
"10010080","2010-2014","50-54",42,26369
"10010080","2010-2014","55-59",300,199980
"10010080","2010-2014","60-64",25,10631
"10010080","2010-2014","65-69",84,40284
"10010080","2010-2014","70-74",72,30454
"10010080","2010-2014","75-79",22,8511
"10010080","2010-2014","80-84",129,39695
"10010080","2015-2019","40-44",60,140524
"10010080","2015-2019","45-49",22,34527
"10010080","2015-2019","50-54",19,19073
"10010080","2015-2019","55-59",64,50620
"10010080","2015-2019","60-64",22,13622
"10010080","2015-2019","65-69",156,70978
"10010080","2015-2019","70-74",89,28090
"10010080","2015-2019","75-79",49,14559
"10010080","2015-2019","80-84",127,42032
"10010090","1995-1999","40-44",19,30466
"10010090","1995-1999","45-49",40,53046
"10010090","1995-1999","50-54",9,15215
"10010090","1995-1999","55-59",35,28912
"10010090","1995-1999","60-64",6,7554
"10010090","1995-1999","65-69",70,55910
"10010090","1995-1999","70-74",39,25395
"10010090","1995-1999","75-79",50,25279
"10010090","1995-1999","80-84",44,18548
"10010090","2000-2004","40-44",1,5779
"10010090","2000-2004","45-49",23,33357
"10010090","2000-2004","50-54",24,26808
"10010090","2000-2004","55-59",27,30341
"10010090","2000-2004","60-64",151,107197
"10010090","2000-2004","65-69",105,82236
"10010090","2000-2004","70-74",90,60495
"10010090","2000-2004","75-79",86,34956
"10010090","2000-2004","80-84",350,127142
"10010090","2005-2009","40-44",25,39620
"10010090","2005-2009","45-49",30,34056
"10010090","2005-2009","50-54",46,49441
"10010090","2005-2009","55-59",42,26466
"10010090","2005-2009","60-64",32,18838
"10010090","2005-2009","65-69",72,40903
"10010090","2005-2009","70-74",108,53720
"10010090","2005-2009","75-79",160,71643
"10010090","2005-2009","80-84",176,66336
"10010090","2010-2014","40-44",11,15250
"10010090","2010-2014","45-49",35,42436
"10010090","2010-2014","50-54",36,32377
"10010090","2010-2014","55-59",102,59117
"10010090","2010-2014","60-64",94,50952
"10010090","2010-2014","65-69",31,13058
"10010090","2010-2014","70-74",59,28251
"10010090","2010-2014","75-79",257,91681
"10010090","2010-2014","80-84",171,52869
"10010090","2015-2019","40-44",12,24072
"10010090","2015-2019","45-49",22,36898
"10010090","2015-2019","50-54",86,78269
"10010090","2015-2019","55-59",106,71928
"10010090","2015-2019","60-64",129,63399
"10010090","2015-2019","65-69",143,50530
"10010090","2015-2019","70-74",117,40908
"10010090","2015-2019","75-79",88,27023
"10010090","2015-2019","80-84",45,13518
"10010100","1995-1999","40-44",32,59114
"10010100","1995-1999","45-49",10,14926
"10010100","1995-1999","50-54",81,53210
"10010100","1995-1999","55-59",16,11377
"10010100","1995-1999","60-64",204,114396
"10010100","1995-1999","65-69",111,55805
"10010100","1995-1999","70-74",45,15642
"10010100","1995-1999","75-79",40,13964
"10010100","1995-1999","80-84",62,15173
"10010100","2000-2004","40-44",16,38336
"10010100","2000-2004","45-49",21,32556
"10010100","2000-2004","50-54",20,21508
"10010100","2000-2004","55-59",92,55506
"10010100","2000-2004","60-64",81,41976
"10010100","2000-2004","65-69",261,121183
"10010100","2000-2004","70-74",46,21163
"10010100","2000-2004","75-79",178,57705
"10010100","2000-2004","80-84",129,30002
"10010100","2005-2009","40-44",11,32112
"10010100","2005-2009","45-49",11,17506
"10010100","2005-2009","50-54",66,62518
"10010100","2005-2009","55-59",55,38611
"10010100","2005-2009","60-64",42,22495
"10010100","2005-2009","65-69",118,42586
"10010100","2005-2009","70-74",176,50929
"10010100","2005-2009","75-79",424,107489
"10010100","2005-2009","80-84",97,27628
"10010100","2010-2014","40-44",9,15414
"10010100","2010-2014","45-49",11,19117
"10010100","2010-2014","50-54",65,97177
"10010100","2010-2014","55-59",47,32682
"10010100","2010-2014","60-64",62,32014
"10010100","2010-2014","65-69",122,39349
"10010100","2010-2014","70-74",87,22667
"10010100","2010-2014","75-79",308,71645
"10010100","2010-2014","80-84",98,23418
"10010100","2015-2019","40-44",4,10546
"10010100","2015-2019","45-49",46,88794
"10010100","2015-2019","50-54",26,34242
"10010100","2015-2019","55-59",20,14607
"10010100","2015-2019","60-64",134,79846
"10010100","2015-2019","65-69",71,19782
"10010100","2015-2019","70-74",199,47331
"10010100","2015-2019","75-79",131,23227
"10010100","2015-2019","80-84",268,45981
"10010110","1995-1999","40-44",21,48200
"10010110","1995-1999","45-49",77,82197
"10010110","1995-1999","50-54",24,21795
"10010110","1995-1999","55-59",107,76032
"10010110","1995-1999","60-64",100,69797
"10010110","1995-1999","65-69",53,33348
"10010110","1995-1999","70-74",58,35068
"10010110","1995-1999","75-79",73,25039
"10010110","1995-1999","80-84",985,275554
"10010110","2000-2004","40-44",5,12068
"10010110","2000-2004","45-49",34,41378
"10010110","2000-2004","50-54",66,51688
"10010110","2000-2004","55-59",330,207639
"10010110","2000-2004","60-64",70,36831
"10010110","2000-2004","65-69",214,101042
"10010110","2000-2004","70-74",82,29783
"10010110","2000-2004","75-79",83,31204
"10010110","2000-2004","80-84",58,14098
"10010110","2005-2009","40-44",32,59943
"10010110","2005-2009","45-49",105,130972
"10010110","2005-2009","50-54",59,38852
"10010110","2005-2009","55-59",35,22843
"10010110","2005-2009","60-64",53,19813
"10010110","2005-2009","65-69",36,12502
"10010110","2005-2009","70-74",151,52945
"10010110","2005-2009","75-79",59,14683
"10010110","2005-2009","80-84",92,22923
"10010110","2010-2014","40-44",5,17935
"10010110","2010-2014","45-49",21,38076
"10010110","2010-2014","50-54",34,34246
"10010110","2010-2014","55-59",361,230479
"10010110","2010-2014","60-64",121,50169
"10010110","2010-2014","65-69",125,48542
"10010110","2010-2014","70-74",45,13245
"10010110","2010-2014","75-79",450,113521
"10010110","2010-2014","80-84",199,55881
"10010110","2015-2019","40-44",13,38432
"10010110","2015-2019","45-49",15,33550
"10010110","2015-2019","50-54",63,62293
"10010110","2015-2019","55-59",4,4440
"10010110","2015-2019","60-64",128,66164
"10010110","2015-2019","65-69",68,24465
"10010110","2015-2019","70-74",436,103471
"10010110","2015-2019","75-79",111,22940
"10010110","2015-2019","80-84",166,29529
"10010120","1995-1999","40-44",13,19671
"10010120","1995-1999","45-49",25,34212
"10010120","1995-1999","50-54",87,72829
"10010120","1995-1999","55-59",196,140268
"10010120","1995-1999","60-64",25,15924
"10010120","1995-1999","65-69",218,127934
"10010120","1995-1999","70-74",52,27245
"10010120","1995-1999","75-79",26,10851
"10010120","1995-1999","80-84",61,17309
"10010120","2000-2004","40-44",101,144970
"10010120","2000-2004","45-49",83,75159
"10010120","2000-2004","50-54",51,31689
"10010120","2000-2004","55-59",78,62387
"10010120","2000-2004","60-64",68,43039
"10010120","2000-2004","65-69",74,31627
"10010120","2000-2004","70-74",23,13388
"10010120","2000-2004","75-79",17,8084
"10010120","2000-2004","80-84",393,118264
"10010120","2005-2009","40-44",15,35913
"10010120","2005-2009","45-49",28,35895
"10010120","2005-2009","50-54",7,9767
"10010120","2005-2009","55-59",242,155199
"10010120","2005-2009","60-64",25,13240
"10010120","2005-2009","65-69",105,38916
"10010120","2005-2009","70-74",63,23520
"10010120","2005-2009","75-79",263,94416
"10010120","2005-2009","80-84",27,7543
"10010120","2010-2014","40-44",5,12976
"10010120","2010-2014","45-49",189,252194
"10010120","2010-2014","50-54",137,111781
"10010120","2010-2014","55-59",43,24201
"10010120","2010-2014","60-64",96,39086
"10010120","2010-2014","65-69",27,11264
"10010120","2010-2014","70-74",64,19434
"10010120","2010-2014","75-79",26,9919
"10010120","2010-2014","80-84",107,29292
"10010120","2015-2019","40-44",16,60860
"10010120","2015-2019","45-49",14,26941
"10010120","2015-2019","50-54",25,28698
"10010120","2015-2019","55-59",79,42308
"10010120","2015-2019","60-64",493,219218
"10010120","2015-2019","65-69",246,77243
"10010120","2015-2019","70-74",99,29269
"10010120","2015-2019","75-79",211,49752
"10010120","2015-2019","80-84",570,125201
"10010130","1995-1999","40-44",19,19914
"10010130","1995-1999","45-49",23,18025
"10010130","1995-1999","50-54",79,69662
"10010130","1995-1999","55-59",19,13877
"10010130","1995-1999","60-64",16,13549
"10010130","1995-1999","65-69",38,23299
"10010130","1995-1999","70-74",57,30317
"10010130","1995-1999","75-79",81,32689
"10010130","1995-1999","80-84",55,14889
"10010130","2000-2004","40-44",21,20701
"10010130","2000-2004","45-49",56,36269
"10010130","2000-2004","50-54",79,59016
"10010130","2000-2004","55-59",26,18344
"10010130","2000-2004","60-64",21,14508
"10010130","2000-2004","65-69",129,61195
"10010130","2000-2004","70-74",90,39069
"10010130","2000-2004","75-79",31,12104
"10010130","2000-2004","80-84",112,28135
"10010130","2005-2009","40-44",44,60094
"10010130","2005-2009","45-49",77,56209
"10010130","2005-2009","50-54",44,25445
"10010130","2005-2009","55-59",82,33253
"10010130","2005-2009","60-64",44,22252
"10010130","2005-2009","65-69",38,20203
"10010130","2005-2009","70-74",207,79299
"10010130","2005-2009","75-79",55,16188
"10010130","2005-2009","80-84",67,19735
"10010130","2010-2014","40-44",13,18097
"10010130","2010-2014","45-49",174,207066
"10010130","2010-2014","50-54",38,29023
"10010130","2010-2014","55-59",37,18668
"10010130","2010-2014","60-64",31,12253
"10010130","2010-2014","65-69",51,21584
"10010130","2010-2014","70-74",289,90436
"10010130","2010-2014","75-79",215,59292
"10010130","2010-2014","80-84",40,9615
"10010130","2015-2019","40-44",4,12094
"10010130","2015-2019","45-49",27,34007
"10010130","2015-2019","50-54",70,52318
"10010130","2015-2019","55-59",337,176797
"10010130","2015-2019","60-64",27,12293
"10010130","2015-2019","65-69",31,8615
"10010130","2015-2019","70-74",71,17060
"10010130","2015-2019","75-79",23,5048
"10010130","2015-2019","80-84",31,7813
"10010140","1995-1999","40-44",28,40879
"10010140","1995-1999","45-49",14,14125
"10010140","1995-1999","50-54",46,42836
"10010140","1995-1999","55-59",32,27246
"10010140","1995-1999","60-64",140,97754
"10010140","1995-1999","65-69",103,64181
"10010140","1995-1999","70-74",120,57708
"10010140","1995-1999","75-79",188,60843
"10010140","1995-1999","80-84",155,36346
"10010140","2000-2004","40-44",76,81689
"10010140","2000-2004","45-49",30,21463
"10010140","2000-2004","50-54",40,36184
"10010140","2000-2004","55-59",62,45156
"10010140","2000-2004","60-64",107,69719
"10010140","2000-2004","65-69",71,36965
"10010140","2000-2004","70-74",39,19378
"10010140","2000-2004","75-79",78,25270
"10010140","2000-2004","80-84",47,13595
"10010140","2005-2009","40-44",66,78656
"10010140","2005-2009","45-49",253,227321
"10010140","2005-2009","50-54",55,51051
"10010140","2005-2009","55-59",59,39015
"10010140","2005-2009","60-64",15,7204
"10010140","2005-2009","65-69",399,206635
"10010140","2005-2009","70-74",206,85460
"10010140","2005-2009","75-79",194,64876
"10010140","2005-2009","80-84",51,13642
"10010140","2010-2014","40-44",49,54529
"10010140","2010-2014","45-49",124,86695
"10010140","2010-2014","50-54",80,54184
"10010140","2010-2014","55-59",36,21120
"10010140","2010-2014","60-64",106,48934
"10010140","2010-2014","65-69",77,37758
"10010140","2010-2014","70-74",68,29353
"10010140","2010-2014","75-79",53,16032
"10010140","2010-2014","80-84",198,55793
"10010140","2015-2019","40-44",24,25997
"10010140","2015-2019","45-49",48,29424
"10010140","2015-2019","50-54",180,108260
"10010140","2015-2019","55-59",11,5783
"10010140","2015-2019","60-64",47,16713
"10010140","2015-2019","65-69",26,7245
"10010140","2015-2019","70-74",22,10699
"10010140","2015-2019","75-79",137,40939
"10010140","2015-2019","80-84",508,127361
"10010150","1995-1999","40-44",20,26856
"10010150","1995-1999","45-49",76,97361
"10010150","1995-1999","50-54",14,13875
"10010150","1995-1999","55-59",93,76663
"10010150","1995-1999","60-64",27,20909
"10010150","1995-1999","65-69",51,25668
"10010150","1995-1999","70-74",67,23635
"10010150","1995-1999","75-79",106,36620
"10010150","1995-1999","80-84",105,24501
"10010150","2000-2004","40-44",13,25888
"10010150","2000-2004","45-49",191,199215
"10010150","2000-2004","50-54",23,22553
"10010150","2000-2004","55-59",35,30831
"10010150","2000-2004","60-64",42,33405
"10010150","2000-2004","65-69",75,45186
"10010150","2000-2004","70-74",31,13157
"10010150","2000-2004","75-79",13,4148
"10010150","2000-2004","80-84",81,19515
"10010150","2005-2009","40-44",6,5668
"10010150","2005-2009","45-49",81,75806
"10010150","2005-2009","50-54",74,60663
"10010150","2005-2009","55-59",193,151039
"10010150","2005-2009","60-64",153,111255
"10010150","2005-2009","65-69",32,23373
"10010150","2005-2009","70-74",35,15774
"10010150","2005-2009","75-79",51,15535
"10010150","2005-2009","80-84",180,42182
"10010150","2010-2014","40-44",34,26967
"10010150","2010-2014","45-49",42,34306
"10010150","2010-2014","50-54",113,90926
"10010150","2010-2014","55-59",54,33451
"10010150","2010-2014","60-64",19,12317
"10010150","2010-2014","65-69",70,39019
"10010150","2010-2014","70-74",35,17801
"10010150","2010-2014","75-79",26,7263
"10010150","2010-2014","80-84",216,45636
"10010150","2015-2019","40-44",34,37305
"10010150","2015-2019","45-49",61,41887
"10010150","2015-2019","50-54",16,13888
"10010150","2015-2019","55-59",20,9063
"10010150","2015-2019","60-64",64,26421
"10010150","2015-2019","65-69",64,28569
"10010150","2015-2019","70-74",213,77676
"10010150","2015-2019","75-79",53,20015
"10010150","2015-2019","80-84",97,22922
"10010160","1995-1999","40-44",31,28324
"10010160","1995-1999","45-49",35,40888
"10010160","1995-1999","50-54",61,58220
"10010160","1995-1999","55-59",23,21417
"10010160","1995-1999","60-64",19,14240
"10010160","1995-1999","65-69",31,21460
"10010160","1995-1999","70-74",61,30671
"10010160","1995-1999","75-79",57,21939
"10010160","1995-1999","80-84",46,11510
"10010160","2000-2004","40-44",18,19359
"10010160","2000-2004","45-49",36,28141
"10010160","2000-2004","50-54",40,26056
"10010160","2000-2004","55-59",44,27352
"10010160","2000-2004","60-64",134,84671
"10010160","2000-2004","65-69",57,28420
"10010160","2000-2004","70-74",365,150933
"10010160","2000-2004","75-79",175,48688
"10010160","2000-2004","80-84",103,23926
"10010160","2005-2009","40-44",54,46761
"10010160","2005-2009","45-49",29,22338
"10010160","2005-2009","50-54",25,18876
"10010160","2005-2009","55-59",55,30142
